S/N,Joined Proctor on,Bootcamp,Score,% Score,% Completed,M1-S1 Correct,M1-S1 Wrong,M1-S1 Tries,M1-S2 Tries,M2-S1 Correct,M2-S1 Wrong,M2-S1 Tries,M2-S2 Tries,M3-S1 Correct,M3-S1 Wrong,M3-S1 Tries,M3-S2 Tries,M4-S1 Correct,M4-S1 Wrong,M4-S1 Tries,M4-S2 Tries,M5-S1 Correct,M5-S1 Wrong,M5-S1 Tries,M5-S2 Tries,M6-S1 Correct,M6-S1 Wrong,M6-S1 Tries,M6-S2 Tries,M7-S1 Correct,M7-S1 Wrong,M7-S1 Tries,M7-S2 Tries,M8-S1 Correct,M8-S1 Wrong,M8-S1 Tries,M8-S2 Tries,M9-S1 Correct,M9-S1 Wrong,M9-S1 Tries,M9-S2 Tries,M10-S1 Correct,M10-S1 Wrong,M10-S1 Tries,M10-S2 Tries
3,2015-12-29,FALSE,113,56.50%,100,1,5,5,0,3,7,7,0,0,6,6,1,6,10,10,1,1,3,3,1,1,3,0,1,2,4,4,0,6,4,4,0,9,10,10,0,13,30,30,1
2214,2015-12-29,FALSE,177,88.50%,100,5,1,1,0,7,3,3,0,0,1,1,1,12,4,4,1,4,0,0,1,4,0,0,1,5,1,1,0,6,4,4,0,17,2,2,0,41,2,2,1
2217,2015-12-29,FALSE,180,90.00%,100,6,0,0,0,7,3,3,0,0,0,0,1,12,4,4,1,4,0,0,1,4,0,0,1,5,1,1,0,6,4,4,0,17,2,2,0,42,1,1,1
2277,2015-12-29,FALSE,162,81.00%,100,4,2,2,0,5,5,5,0,0,3,3,1,8,8,8,1,3,1,1,1,4,0,0,1,1,5,5,0,7,3,3,0,16,3,3,0,40,3,3,1
2304,2015-12-29,FALSE,183,91.50%,100,6,0,0,0,9,1,1,0,0,0,0,1,15,1,1,1,4,0,0,1,4,0,0,1,3,3,3,0,7,3,3,0,18,1,1,0,40,3,3,1
2306,2015-12-29,FALSE,185,92.50%,100,4,2,2,0,9,1,1,0,0,1,1,1,15,1,1,1,4,0,0,1,3,1,0,1,6,0,0,0,9,1,1,0,18,1,1,0,41,2,2,1
2316,2015-12-29,TRUE,183,91.50%,100,5,1,1,0,8,2,2,0,0,0,0,1,16,0,0,1,4,0,0,1,4,0,0,7,5,1,1,0,10,0,0,0,19,0,0,0,41,2,2,1
2318,2015-12-29,FALSE,168,84.00%,100,3,3,3,0,10,0,0,0,0,1,1,1,9,7,7,1,0,0,1,1,4,0,0,1,2,4,4,0,6,4,4,0,17,2,2,0,38,5,5,1
2354,2015-12-29,FALSE,179,89.50%,100,5,1,1,0,8,2,2,0,0,1,1,1,14,2,2,3,4,0,0,1,4,0,0,1,6,0,0,0,7,3,3,0,15,4,4,0,42,1,1,1
2363,2015-12-29,TRUE,172,86.00%,100,5,1,1,0,7,3,3,0,0,3,3,1,15,1,1,1,4,0,0,1,4,0,0,1,6,0,0,0,6,4,4,0,15,4,4,0,36,7,7,1
2364,2015-12-29,FALSE,150,75.00%,100,4,2,2,0,9,1,1,0,0,2,2,1,16,0,0,1,4,0,0,5,3,1,0,1,3,3,3,0,10,0,0,0,17,2,2,0,40,3,3,28
2366,2015-12-29,FALSE,185,92.50%,100,6,0,0,0,9,1,1,0,0,1,1,1,15,1,1,2,4,0,0,0,4,0,0,2,4,2,2,0,8,2,2,0,19,0,0,0,41,2,2,1
2369,2015-12-29,FALSE,167,83.50%,100,3,3,3,0,6,4,4,0,0,1,1,1,11,5,5,4,4,0,0,1,4,0,0,1,3,3,3,0,8,2,2,0,14,5,5,0,41,2,2,1
2372,2015-12-29,FALSE,173,86.50%,100,5,1,1,0,8,2,2,0,0,1,1,1,13,3,3,3,4,0,0,2,3,1,0,3,4,2,2,0,7,3,3,0,16,3,3,0,42,1,1,1
2375,2015-12-29,TRUE,182,91.00%,100,5,1,1,0,6,4,4,0,0,2,2,1,14,2,2,1,4,0,0,1,4,0,0,1,5,1,1,0,9,1,1,0,19,0,0,0,41,2,2,1
2377,2015-12-29,FALSE,159,79.50%,100,5,1,1,0,6,4,4,0,0,2,2,1,11,5,5,1,4,0,0,1,3,1,0,9,3,3,3,0,6,4,4,0,16,3,3,0,38,5,5,1
2378,2015-12-29,FALSE,182,91.00%,100,5,1,1,0,7,3,3,0,0,2,2,1,16,0,0,2,4,0,0,1,4,0,0,1,5,1,1,0,8,2,2,0,18,1,1,0,41,2,2,1
2379,2015-12-29,FALSE,183,91.50%,100,5,1,1,0,7,3,3,0,0,1,1,1,16,0,0,1,4,0,0,2,4,0,0,2,5,1,1,0,8,2,2,0,18,1,1,0,42,1,1,1
2380,2015-12-29,FALSE,174,87.00%,100,5,1,1,0,8,2,2,0,0,2,2,3,16,0,0,1,3,1,1,6,4,0,0,1,5,1,1,0,7,3,3,0,17,2,2,0,41,2,2,1
2381,2015-12-29,FALSE,176,88.00%,100,5,1,1,0,8,2,2,0,0,2,2,1,16,0,0,2,3,1,1,1,4,0,0,1,2,4,4,0,8,2,2,0,17,2,2,0,41,2,2,3
2382,2015-12-29,FALSE,181,90.50%,100,5,1,1,0,8,2,2,0,0,2,2,1,16,0,0,1,3,1,1,1,4,0,0,1,4,2,2,0,8,2,2,0,17,2,2,0,41,2,2,1
2383,2015-12-29,FALSE,180,90.00%,100,5,1,1,0,8,2,2,0,0,2,2,1,14,2,2,1,3,1,1,1,4,0,0,1,4,2,2,0,8,2,2,0,17,2,2,0,42,1,1,1
2384,2015-12-29,FALSE,182,91.00%,100,5,1,1,0,8,2,2,0,0,2,2,1,16,0,0,1,3,1,1,1,4,0,0,1,4,2,2,0,8,2,2,0,17,2,2,0,42,1,1,1
2385,2015-12-29,FALSE,181,90.50%,100,5,1,1,0,8,2,2,0,0,2,2,1,16,0,0,1,3,1,1,1,4,0,0,1,3,3,3,0,8,2,2,0,17,2,2,0,42,1,1,1
2386,2015-12-29,FALSE,170,85.00%,100,6,0,0,0,9,1,1,0,0,3,3,1,12,4,4,4,4,0,0,1,4,0,0,1,3,3,3,0,8,2,2,0,14,5,5,0,39,4,4,1
2390,2015-12-29,TRUE,174,87.00%,100,4,2,2,0,7,3,3,0,0,0,0,2,13,3,3,1,4,0,0,1,2,2,0,1,5,1,1,0,10,0,0,0,16,3,3,0,37,6,6,1
2391,2015-12-29,FALSE,173,86.50%,100,6,0,0,0,6,4,4,0,0,2,2,1,16,0,0,1,4,0,0,8,4,0,0,1,4,2,2,0,9,1,1,0,19,0,0,0,38,5,5,2
2392,2015-12-29,TRUE,181,90.50%,100,5,1,1,0,9,1,1,0,0,2,2,1,14,2,2,1,4,0,0,1,4,0,0,6,4,2,2,0,10,0,0,0,18,1,1,0,43,0,0,1
2395,2015-12-29,TRUE,182,91.00%,100,5,1,1,0,8,2,2,0,0,3,3,1,16,0,0,1,4,0,0,1,2,2,0,1,4,2,2,0,10,0,0,0,19,0,0,0,40,3,3,1
2413,2015-12-29,TRUE,181,90.50%,100,3,3,3,0,5,5,5,0,0,2,2,2,16,0,0,1,4,0,0,1,4,0,0,1,6,0,0,0,9,1,1,0,19,0,0,0,41,2,2,1
2435,2015-12-29,FALSE,165,82.50%,100,2,4,4,0,7,3,3,0,0,4,4,1,13,3,3,1,4,0,0,1,4,0,0,1,5,1,1,0,5,5,5,0,16,3,3,0,37,6,6,2
2588,2015-12-29,FALSE,159,79.50%,100,4,2,2,0,5,5,5,0,0,3,3,3,14,2,2,2,4,0,0,1,3,1,0,11,5,1,1,0,9,1,1,0,12,7,7,0,42,1,1,1
2590,2015-12-29,FALSE,145,72.50%,100,4,2,2,0,6,4,4,0,0,1,1,3,13,3,3,1,3,1,1,16,4,0,0,2,3,3,3,0,6,4,4,0,14,5,5,0,34,9,9,1
2593,2015-12-29,FALSE,141,70.50%,100,3,3,3,0,7,3,3,0,0,1,1,1,10,6,6,1,3,1,1,4,4,0,0,1,2,4,4,0,5,5,5,0,13,6,6,0,32,11,11,12
2596,2015-12-29,FALSE,170,85.00%,100,5,1,1,0,7,3,3,0,0,3,3,1,14,2,2,1,4,0,0,13,4,0,0,2,6,0,0,0,9,1,1,0,17,2,2,0,43,0,0,1
2604,2015-12-29,FALSE,183,91.50%,100,4,2,2,0,8,2,2,0,0,1,1,3,16,0,0,1,4,0,0,1,4,0,0,1,5,1,1,0,8,2,2,0,18,1,1,0,42,1,1,1
2614,2015-12-29,FALSE,186,93.00%,100,6,0,0,0,10,0,0,0,0,0,0,1,15,1,1,1,4,0,0,1,3,1,0,1,3,3,3,0,7,3,3,0,18,1,1,0,43,0,0,1
2616,2015-12-29,FALSE,182,91.00%,100,5,1,1,0,9,1,1,0,0,0,0,1,15,1,1,1,4,0,0,1,4,0,0,1,3,3,3,0,6,4,4,0,17,2,2,0,43,0,0,2
2619,2015-12-29,FALSE,181,90.50%,100,3,3,3,0,7,3,3,0,0,1,1,1,15,1,1,1,3,1,1,1,4,0,0,1,5,1,1,0,9,1,1,0,19,0,0,0,40,3,3,1
2621,2016-01-04,TRUE,181,90.50%,100,4,2,2,0,9,1,1,0,0,1,1,1,14,2,2,1,4,0,0,1,3,1,0,1,4,2,2,0,9,1,1,0,18,1,1,0,40,3,3,1
2625,2015-12-29,FALSE,151,75.50%,100,5,1,1,0,9,1,1,0,0,0,0,14,15,1,1,5,4,0,0,1,4,0,0,4,3,3,3,0,6,4,4,0,18,1,1,0,43,0,0,14
2626,2015-12-29,FALSE,171,85.50%,100,4,2,2,0,7,3,3,0,0,4,4,1,15,1,1,2,4,0,0,1,3,1,0,1,6,0,0,0,9,1,1,0,19,0,0,0,33,10,10,2
2633,2015-12-29,FALSE,160,80.00%,100,2,4,4,0,6,4,4,0,0,4,4,2,11,5,5,2,4,0,0,5,4,0,0,1,5,1,1,0,7,3,3,0,17,2,2,0,41,2,2,5
2646,2015-12-29,FALSE,175,87.50%,100,5,1,1,0,9,1,1,0,0,0,0,2,15,1,1,2,4,0,0,10,4,0,0,1,5,1,1,0,7,3,3,0,19,0,0,0,43,0,0,3
2648,2015-12-29,TRUE,177,88.50%,100,3,3,3,0,7,3,3,0,0,3,3,1,11,5,5,1,4,0,0,1,4,0,0,1,5,1,1,0,9,1,1,0,18,1,1,0,42,1,1,1
2650,2015-12-29,FALSE,173,86.50%,100,5,1,1,0,8,2,2,0,0,2,2,1,13,3,3,2,4,0,0,1,4,0,0,2,3,3,3,0,8,2,2,0,17,2,2,0,38,5,5,1
2654,2015-12-29,FALSE,186,93.00%,100,5,1,1,0,8,2,2,0,0,0,0,1,14,2,2,1,4,0,0,1,4,0,0,1,5,1,1,0,7,3,3,0,19,0,0,0,43,0,0,1
2655,2015-12-29,FALSE,186,93.00%,100,6,0,0,0,8,2,2,0,0,0,0,1,14,2,2,1,4,0,0,1,4,0,0,1,5,1,1,0,7,3,3,0,18,1,1,0,43,0,0,1
2656,2015-12-29,FALSE,187,93.50%,100,6,0,0,0,9,1,1,0,0,0,0,1,14,2,2,1,4,0,0,1,4,0,0,1,5,1,1,0,7,3,3,0,19,0,0,0,42,1,1,1
2658,2015-12-29,FALSE,149,74.50%,100,3,3,3,0,2,8,8,0,0,3,3,1,12,4,4,1,1,3,3,3,4,0,0,1,2,4,4,0,4,6,6,0,13,6,6,0,36,7,7,1
2660,2015-12-29,FALSE,165,82.50%,100,3,3,3,0,8,2,2,0,0,1,1,1,14,2,2,13,4,0,0,1,4,0,0,1,3,3,3,0,5,5,5,0,19,0,0,0,41,2,2,1
2664,2015-12-29,FALSE,153,76.50%,100,3,3,3,0,9,1,1,0,0,3,3,1,11,5,5,20,4,0,0,3,3,1,0,1,6,0,0,0,8,2,2,0,17,2,2,0,39,4,4,1
2666,2016-01-04,TRUE,184,92.00%,100,6,0,0,0,8,2,2,0,0,1,1,1,16,0,0,1,4,0,0,1,4,0,0,1,6,0,0,0,10,0,0,0,17,2,2,0,37,6,6,1
2667,2015-12-29,TRUE,168,84.00%,100,4,2,2,0,7,3,3,0,0,1,1,1,13,3,3,2,3,1,1,2,4,0,0,1,3,3,3,0,5,5,5,0,17,2,2,0,38,5,5,1
2668,2015-12-29,FALSE,162,81.00%,100,5,1,1,0,8,2,2,0,0,2,2,1,12,4,4,2,4,0,0,1,3,1,0,2,3,3,3,0,5,5,5,0,13,6,6,0,36,7,7,1
2670,2015-12-29,FALSE,157,78.50%,100,5,1,1,0,8,2,2,0,0,1,1,5,14,2,2,4,3,1,1,17,4,0,0,1,5,1,1,0,9,1,1,0,19,0,0,0,37,6,6,1
2672,2015-12-29,FALSE,171,85.50%,100,3,3,3,0,8,2,2,0,0,4,4,1,13,3,3,1,2,2,2,1,4,0,0,1,6,0,0,0,8,2,2,0,17,2,2,0,37,6,6,1
2673,2015-12-29,TRUE,156,78.00%,100,3,3,3,0,7,3,3,0,0,3,3,2,16,0,0,1,4,0,0,22,4,0,0,1,6,0,0,0,8,2,2,0,17,2,2,0,39,4,4,1
2674,2015-12-29,FALSE,173,86.50%,100,3,3,3,0,8,2,2,0,0,4,4,1,14,2,2,1,2,2,2,1,4,0,0,1,6,0,0,0,8,2,2,0,17,2,2,0,38,5,5,1
2675,2015-12-29,FALSE,169,84.50%,100,2,4,4,0,8,2,2,0,0,1,1,1,10,6,6,1,4,0,0,2,4,0,0,1,5,1,1,0,7,3,3,0,15,4,4,0,39,4,4,1
2676,2016-01-04,FALSE,184,92.00%,100,6,0,0,0,9,1,1,0,0,0,0,2,16,0,0,1,4,0,0,4,4,0,0,1,6,0,0,0,7,3,3,0,18,1,1,0,41,2,2,1
2681,2015-12-29,FALSE,161,80.50%,100,4,2,2,0,8,2,2,0,0,3,3,6,13,3,3,7,4,0,0,11,4,0,0,1,5,1,1,0,10,0,0,0,19,0,0,0,41,2,2,1
2682,2015-12-29,FALSE,170,85.00%,100,5,1,1,0,9,1,1,0,0,2,2,1,16,0,0,1,4,0,0,10,3,1,0,1,3,3,3,0,9,1,1,0,16,3,3,0,39,4,4,1
2686,2015-12-29,FALSE,156,78.00%,100,5,1,1,0,5,5,5,0,0,4,4,4,14,2,2,2,4,0,0,10,3,1,0,1,5,1,1,0,8,2,2,0,16,3,3,0,39,4,4,4
2687,2016-01-04,FALSE,174,87.00%,100,4,2,2,0,9,1,1,0,0,1,1,1,14,2,2,1,2,2,2,1,4,0,0,1,4,2,2,0,8,2,2,0,16,3,3,0,37,6,6,1
2688,2015-12-29,FALSE,155,77.50%,100,6,0,0,0,7,3,3,0,0,2,2,1,14,2,2,7,4,0,0,8,4,0,0,1,3,3,3,0,8,2,2,0,15,4,4,0,32,11,11,1
2689,2015-12-29,TRUE,168,84.00%,100,5,1,1,0,5,5,5,0,0,2,2,1,13,3,3,2,4,0,0,1,4,0,0,1,3,3,3,0,8,2,2,0,17,2,2,0,35,8,8,1
2690,2015-12-29,FALSE,171,85.50%,100,5,1,1,0,8,2,2,0,0,4,4,1,13,3,3,1,4,0,0,4,4,0,0,1,2,4,4,0,6,4,4,0,17,2,2,0,42,1,1,1
2691,2015-12-29,FALSE,126,63.00%,100,3,3,3,0,4,6,6,0,0,3,3,1,11,5,5,1,4,0,0,22,4,0,0,1,4,2,2,0,5,5,5,0,14,5,5,0,24,19,19,1
2694,2015-12-29,FALSE,179,89.50%,100,3,3,3,0,9,1,1,0,0,0,0,1,15,1,1,1,4,0,0,1,4,0,0,1,6,0,0,0,5,5,5,0,15,4,4,0,41,2,2,1
2698,2015-12-29,TRUE,186,93.00%,100,5,1,1,0,9,1,1,0,0,0,0,1,14,2,2,1,4,0,0,1,4,0,0,1,5,1,1,0,9,1,1,0,19,0,0,0,40,3,3,1
2699,2015-12-29,FALSE,181,90.50%,100,5,1,1,0,8,2,2,0,0,1,1,1,13,3,3,1,4,0,0,2,4,0,0,1,5,1,1,0,8,2,2,0,17,2,2,0,42,1,1,1
2702,2015-12-29,FALSE,183,91.50%,100,4,2,2,0,7,3,3,0,0,2,2,1,16,0,0,1,4,0,0,3,4,0,0,1,6,0,0,0,9,1,1,0,19,0,0,0,41,2,2,1
2703,2015-12-29,FALSE,159,79.50%,100,4,2,2,0,7,3,3,0,0,3,3,2,13,3,3,2,0,0,2,16,4,0,0,2,5,1,1,0,9,1,1,0,18,1,1,0,41,2,2,1
2704,2015-12-29,FALSE,177,88.50%,100,4,2,2,0,9,1,1,0,0,3,3,1,15,1,1,1,4,0,0,7,4,0,0,1,6,0,0,0,7,3,3,0,19,0,0,0,41,2,2,1
2705,2015-12-29,FALSE,168,84.00%,100,5,1,1,0,8,2,2,0,0,3,3,1,15,1,1,1,4,0,0,9,4,0,0,1,6,0,0,0,6,4,4,0,17,2,2,0,37,6,6,1
2707,2016-01-04,FALSE,178,89.00%,100,5,1,1,0,6,4,4,0,0,3,3,2,16,0,0,1,3,1,1,4,4,0,0,1,5,1,1,0,8,2,2,0,18,1,1,0,43,0,0,1
2711,2015-12-29,FALSE,164,82.00%,100,5,1,1,0,9,1,1,0,0,1,1,2,14,2,2,5,3,1,1,7,4,0,0,1,5,1,1,0,7,3,3,0,17,2,2,0,36,7,7,2
2712,2015-12-29,FALSE,190,95.00%,100,6,0,0,0,8,2,2,0,0,1,1,1,14,2,2,1,4,0,0,1,4,0,0,1,6,0,0,0,10,0,0,0,19,0,0,0,43,0,0,1
2717,2015-12-29,FALSE,173,86.50%,100,5,1,1,0,8,2,2,0,0,3,3,3,13,3,3,1,4,0,0,1,4,0,0,1,4,2,2,0,7,3,3,0,15,4,4,0,41,2,2,1
2718,2015-12-29,FALSE,139,69.50%,100,2,4,4,0,8,2,2,0,0,2,2,1,11,5,5,1,4,0,0,23,4,0,0,1,2,4,4,0,5,5,5,0,15,4,4,0,35,8,8,1
2721,2015-12-29,TRUE,174,87.00%,100,6,0,0,0,6,4,4,0,0,3,3,1,16,0,0,1,4,0,0,4,3,1,0,1,4,2,2,0,10,0,0,0,16,3,3,0,38,5,5,1
2723,2015-12-29,FALSE,173,86.50%,100,6,0,0,0,7,3,3,0,0,4,4,1,14,2,2,1,3,1,1,1,2,2,0,1,4,2,2,0,8,2,2,0,16,3,3,0,40,3,3,1
2724,2015-12-29,FALSE,160,80.00%,100,5,1,1,0,6,4,4,0,0,3,3,1,9,7,7,1,4,0,0,1,4,0,0,1,4,2,2,0,5,5,5,0,16,3,3,0,33,10,10,1
2807,2015-12-29,FALSE,169,84.50%,100,5,1,1,0,4,6,6,0,0,4,4,1,14,2,2,1,2,2,2,2,4,0,0,1,5,1,1,0,7,3,3,0,18,1,1,0,38,5,5,1
2808,2015-12-29,FALSE,163,81.50%,100,4,2,2,0,5,5,5,0,0,4,4,2,12,4,4,1,4,0,0,1,4,0,0,1,4,2,2,0,9,1,1,0,13,6,6,0,36,7,7,1
2809,2015-12-29,FALSE,170,85.00%,100,6,0,0,0,8,2,2,0,0,1,1,7,15,1,1,2,4,0,0,1,3,1,0,2,4,2,2,0,8,2,2,0,16,3,3,0,38,5,5,1
2810,2016-01-04,FALSE,181,90.50%,100,6,0,0,0,9,1,1,0,0,1,1,1,15,1,1,1,4,0,0,6,4,0,0,1,6,0,0,0,7,3,3,0,18,1,1,0,41,2,2,1
2811,2015-12-29,FALSE,171,85.50%,100,6,0,0,0,9,1,1,0,0,2,2,1,14,2,2,1,4,0,0,2,3,1,0,1,1,5,5,0,6,4,4,0,15,4,4,0,39,4,4,1
2812,2015-12-29,FALSE,172,86.00%,100,5,1,1,0,9,1,1,0,0,1,1,1,12,4,4,1,4,0,0,8,4,0,0,1,3,3,3,0,8,2,2,0,17,2,2,0,41,2,2,1
2813,2015-12-29,FALSE,165,82.50%,100,5,1,1,0,9,1,1,0,0,4,4,5,13,3,3,1,4,0,0,8,4,0,0,1,2,4,4,0,8,2,2,0,18,1,1,0,40,3,3,1
2814,2015-12-29,FALSE,157,78.50%,100,2,4,4,0,3,7,7,0,0,4,4,1,13,3,3,1,3,1,1,4,4,0,0,4,4,2,2,0,10,0,0,0,15,4,4,0,39,4,4,4
2815,2015-12-29,TRUE,182,91.00%,100,6,0,0,0,7,3,3,0,0,1,1,1,16,0,0,1,4,0,0,1,4,0,0,1,4,2,2,0,7,3,3,0,17,2,2,0,41,2,2,1
2816,2015-12-29,FALSE,175,87.50%,100,5,1,1,0,9,1,1,0,0,3,3,1,15,1,1,1,4,0,0,1,3,1,0,1,3,3,3,0,6,4,4,0,16,3,3,0,40,3,3,1
2817,2015-12-29,FALSE,150,75.00%,100,6,0,0,0,6,4,4,0,0,2,2,2,6,10,10,1,4,0,0,2,4,0,0,2,3,3,3,0,2,8,8,0,15,4,4,0,32,11,11,1
2818,2015-12-29,FALSE,178,89.00%,100,3,3,3,0,7,3,3,0,0,0,0,1,13,3,3,2,4,0,0,1,4,0,0,2,5,1,1,0,10,0,0,0,17,2,2,0,40,3,3,1
2819,2015-12-29,FALSE,162,81.00%,100,6,0,0,0,8,2,2,0,0,3,3,1,13,3,3,1,3,1,1,1,4,0,0,2,4,2,2,0,4,6,6,0,18,1,1,0,29,14,14,1
2820,2015-12-29,FALSE,167,83.50%,100,5,1,1,0,8,2,2,0,0,1,1,4,13,3,3,2,4,0,0,10,4,0,0,1,5,1,1,0,10,0,0,0,17,2,2,0,38,5,5,1
2821,2015-12-29,FALSE,171,85.50%,100,3,3,3,0,5,5,5,0,0,1,1,1,13,3,3,1,4,0,0,1,4,0,0,1,3,3,3,0,5,5,5,0,17,2,2,0,41,2,2,1
2822,2015-12-29,FALSE,140,70.00%,100,4,2,2,0,7,3,3,0,0,2,2,1,7,9,9,1,3,1,1,3,3,1,0,1,2,4,4,0,5,5,5,0,15,4,4,0,21,22,22,1
2824,2015-12-29,FALSE,131,65.50%,100,1,5,5,0,4,6,6,0,0,2,2,1,7,9,9,1,3,1,1,1,4,0,0,1,1,5,5,0,3,7,7,0,4,15,15,0,29,14,14,1
2827,2015-12-29,FALSE,168,84.00%,100,6,0,0,0,8,2,2,0,0,3,3,1,14,2,2,1,4,0,0,6,3,1,0,2,2,4,4,0,7,3,3,0,17,2,2,0,39,4,4,1
2828,2015-12-29,FALSE,160,80.00%,100,3,3,3,0,3,7,7,0,0,5,5,1,11,5,5,1,3,1,1,1,2,2,0,1,4,2,2,0,6,4,4,0,16,3,3,0,40,3,3,1
2830,2015-12-29,FALSE,182,91.00%,100,6,0,0,0,7,3,3,0,0,3,3,2,15,1,1,1,4,0,0,1,4,0,0,1,3,3,3,0,10,0,0,0,17,2,2,0,43,0,0,1
2831,2015-12-29,FALSE,167,83.50%,100,5,1,1,0,6,4,4,0,0,2,2,5,16,0,0,1,4,0,0,1,4,0,0,1,1,5,5,0,7,3,3,0,16,3,3,0,37,6,6,1
2832,2015-12-29,FALSE,191,95.50%,100,6,0,0,0,9,1,1,0,0,0,0,1,14,2,2,1,4,0,0,1,4,0,0,1,5,1,1,0,10,0,0,0,19,0,0,0,43,0,0,1
3065,2015-12-29,TRUE,177,88.50%,100,4,2,2,0,8,2,2,0,0,1,1,1,14,2,2,1,4,0,0,1,4,0,0,1,5,1,1,0,5,5,5,0,18,1,1,0,40,3,3,2
3066,2015-12-29,FALSE,181,90.50%,100,5,1,1,0,9,1,1,0,0,0,0,1,15,1,1,1,4,0,0,1,4,0,0,1,3,3,3,0,7,3,3,0,19,0,0,0,38,5,5,1
3067,2015-12-29,FALSE,167,83.50%,100,6,0,0,0,6,4,4,0,0,3,3,1,15,1,1,1,4,0,0,1,3,1,0,1,6,0,0,0,8,2,2,0,17,2,2,0,28,15,15,1
3068,2015-12-29,FALSE,188,94.00%,100,5,1,1,0,5,5,5,0,0,0,0,1,15,1,1,1,4,0,0,1,4,0,0,1,6,0,0,0,10,0,0,0,19,0,0,0,43,0,0,1
3069,2015-12-30,TRUE,180,90.00%,100,6,0,0,0,7,3,3,0,0,3,3,1,15,1,1,1,4,0,0,1,4,0,0,1,6,0,0,0,9,1,1,0,17,2,2,0,38,5,5,1
3071,2015-12-29,TRUE,188,94.00%,100,6,0,0,0,10,0,0,0,0,0,0,1,16,0,0,1,4,0,0,1,4,0,0,1,4,2,2,0,7,3,3,0,17,2,2,0,43,0,0,1
3072,2015-12-29,TRUE,185,92.50%,100,6,0,0,0,10,0,0,0,0,0,0,1,16,0,0,1,4,0,0,1,4,0,0,1,5,1,1,0,8,2,2,0,16,3,3,0,39,4,4,1
3078,2015-12-29,TRUE,184,92.00%,100,3,3,3,0,6,4,4,0,0,2,2,1,16,0,0,1,4,0,0,1,4,0,0,1,6,0,0,0,10,0,0,0,18,1,1,0,42,1,1,1
3079,2015-12-29,FALSE,171,85.50%,100,5,1,1,0,5,5,5,0,0,2,2,1,16,0,0,2,4,0,0,1,4,0,0,1,6,0,0,0,7,3,3,0,14,5,5,0,36,7,7,1
3080,2015-12-29,FALSE,183,91.50%,100,5,1,1,0,8,2,2,0,0,3,3,1,16,0,0,1,4,0,0,1,4,0,0,1,4,2,2,0,10,0,0,0,19,0,0,0,40,3,3,2
3081,2015-12-29,FALSE,174,87.00%,100,4,2,2,0,8,2,2,0,0,3,3,1,11,5,5,1,4,0,0,1,4,0,0,1,4,2,2,0,8,2,2,0,17,2,2,0,40,3,3,1
3082,2015-12-29,FALSE,173,86.50%,100,5,1,1,0,5,5,5,0,0,2,2,1,15,1,1,1,4,0,0,1,3,1,0,1,5,1,1,0,8,2,2,0,17,2,2,0,36,7,7,1
3084,2016-01-06,FALSE,170,85.00%,100,6,0,0,0,7,3,3,0,0,3,3,1,14,2,2,1,3,1,1,1,3,1,0,1,3,3,3,0,6,4,4,0,16,3,3,0,38,5,5,1
3085,2015-12-29,FALSE,177,88.50%,100,5,1,1,0,7,3,3,0,0,2,2,1,14,2,2,1,4,0,0,1,4,0,0,1,2,4,4,0,8,2,2,0,17,2,2,0,41,2,2,1
3086,2015-12-29,FALSE,182,91.00%,100,5,1,1,0,8,2,2,0,0,4,4,1,14,2,2,1,4,0,0,1,4,0,0,2,6,0,0,0,8,2,2,0,19,0,0,0,42,1,1,1
3087,2015-12-29,TRUE,192,96.00%,100,6,0,0,0,9,1,1,0,0,1,1,1,16,0,0,1,4,0,0,1,4,0,0,1,6,0,0,0,10,0,0,0,19,0,0,0,42,1,1,1
3088,2015-12-29,FALSE,188,94.00%,100,5,1,1,0,9,1,1,0,0,0,0,1,15,1,1,1,4,0,0,1,4,0,0,1,5,1,1,0,10,0,0,0,19,0,0,0,40,3,3,1
3089,2015-12-29,FALSE,188,94.00%,100,6,0,0,0,10,0,0,0,0,2,2,1,15,1,1,1,3,1,1,1,4,0,0,1,5,1,1,0,8,2,2,0,19,0,0,0,43,0,0,1
3090,2015-12-29,FALSE,175,87.50%,100,6,0,0,0,9,1,1,0,0,3,3,1,15,1,1,1,3,1,1,1,4,0,0,1,4,2,2,0,7,3,3,0,14,5,5,0,39,4,4,1
3091,2015-12-29,TRUE,181,90.50%,100,6,0,0,0,8,2,2,0,0,1,1,1,16,0,0,1,4,0,0,1,4,0,0,1,4,2,2,0,9,1,1,0,18,1,1,0,36,7,7,1
3093,2015-12-29,FALSE,186,93.00%,100,6,0,0,0,7,3,3,0,0,2,2,1,15,1,1,1,4,0,0,2,4,0,0,1,5,1,1,0,10,0,0,0,19,0,0,0,43,0,0,2
3095,2015-12-29,FALSE,165,82.50%,100,4,2,2,0,9,1,1,0,0,4,4,1,12,4,4,1,3,1,1,4,4,0,0,1,3,3,3,0,8,2,2,0,18,1,1,0,34,9,9,1
3096,2015-12-29,FALSE,171,85.50%,100,6,0,0,0,7,3,3,0,0,2,2,1,12,4,4,1,4,0,0,1,3,1,0,1,4,2,2,0,7,3,3,0,17,2,2,0,38,5,5,3
3109,2015-12-29,FALSE,180,90.00%,100,6,0,0,0,9,1,1,0,0,1,1,1,15,1,1,1,4,0,0,1,4,0,0,1,4,2,2,0,6,4,4,0,15,4,4,0,41,2,2,1
